EA_number,acidlevel,base_sat_desired,soil_depth,constant,metric_ton,acre_to_hectare,conv_to_3_mt_avg,lime_to_6_5
10591,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.47734
10598,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.228334
10605,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.158789
10612,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.805481
10619,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.966411
10626,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.633543
10633,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,2.980716
10640,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.222122
10647,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.993414
10654,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.360701
10661,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.600033
10668,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.263371
10675,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.792388
10682,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.27478
10689,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.47887
10696,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.043912
10703,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.383811
10710,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.837054
10717,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.173024
10724,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.759907
10731,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.721035
10738,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.585392
10745,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.925197
10752,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.991544
10759,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,3.111763
10766,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.624177
10773,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,3.340961
10780,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.76864
10787,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.757888
10794,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.24421
10801,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.786103
10808,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.40781
10815,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.751307
10822,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.93656
10829,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.038375
10836,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.031795
10843,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.405114
10850,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.639577
10857,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.50089
10864,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.941459
10871,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.35182
10878,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.993223
10885,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.278161
10892,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.412575
10899,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.767789
10906,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.091547
10913,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.897056
10920,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.888326
10927,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.0549
10934,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,3.031345
10941,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.984473
10948,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.852155
10955,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.24773
10962,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.005153
10969,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.131934
10976,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.555993
10983,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.328544
10990,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.079122
10997,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.87048
11004,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.734528
11011,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.820606
11018,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.056413
11025,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.065601
11032,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.180341
11039,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.125861
11046,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.748583
11053,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.780163
11060,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.171333
11067,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.771512
11074,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.045156
11081,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.898604
11088,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.9046386
11095,Neutral,,,,,,,
11102,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.337878
11109,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.912782
11116,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.133673
11123,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.467647
11130,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,2.282332
11137,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,2.281723
11144,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,3.04481
11151,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.545907
11158,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.829012
11165,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.471752
11172,Strong_Acid,0.624,0.983,0.5,0.907,2.47,5.02,4.084062
11179,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.710742
11186,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.518643
11193,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.046813
11200,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.451695
11207,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.051883
11214,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.881503
11221,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.689148
11228,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.677684
11235,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.836522
11242,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.035958
11249,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.718281
11256,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.026945
11263,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.191444
11270,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.724688
11277,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.962834
11284,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.677641
11291,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.606368
11298,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8329735
11305,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4144357
11312,Neutral,,,,,,,
11319,Neutral,,,,,,,
11326,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4904548
11333,Moderate_Acid,0,0.983,0.5,0.907,2.47,5.02,0
11340,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.216664
11347,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.525839
11354,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.7016597
11361,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.929764
11368,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.801887
11375,Neutral,,,,,,,
11382,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.791985
11389,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.21015
11396,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.190613
11403,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3842343
11410,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3809817
11417,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3961504
11424,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.895666
11431,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.230689
11438,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.753778
11445,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.7808129
11452,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8826543
11459,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3760763
11466,Strong_Acid,0.665,0.983,0.5,0.907,2.47,5.02,3.927051
11473,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.942331
11480,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.780292
11487,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8641769
11494,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4017623
11501,Neutral,,,,,,,
11508,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.872265
11515,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8740942
11522,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8277398
11529,Neutral,,,,,,,
11536,Moderate_Acid,0,0.983,0.5,0.907,2.47,5.02,0
11543,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3860783
11550,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.23646
11557,Neutral,,,,,,,
11564,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8594355
11571,Moderate_Acid,0,0.983,0.5,0.907,2.47,5.02,0
11578,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8062449
11585,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.233327
